"REGION";"CD_REF";"PR";"PR_det";"LRR";"LRR_det";"LRR_H";"LRR_H_det";"LRR_P";"LRR_P_det";"PD";"PD_det";"ZNIEFF";"ZNIEFF_det"
"Alsace";"131829";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"131848";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"131858";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"131861";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"132164";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"132169";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"132377";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"132593";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"132841";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"132843";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"132998";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133298";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133401";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133436";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133655";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133675";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133726";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"133910";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134095";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134096";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134287";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134413";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134586";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134593";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134682";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"134958";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"136696";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"137044";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"137107";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"137440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"137726";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"137883";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138006";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138067";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138068";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138090";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138095";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138166";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138189";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138634";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138637";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138764";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"138869";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"139500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"139531";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"139545";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"139802";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"140478";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"140685";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"140686";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"140752";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"140793";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"140929";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141033";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141049";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141406";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141475";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141543";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141708";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141709";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141876";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141911";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"141936";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142006";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142048";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142185";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142317";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142347";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142431";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142451";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"142499";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"143975";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"143985";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"144832";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"152082";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"159442";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"159447";NA;NA;"CR";"B2ab (ii,iii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"160441";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"161544";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162132";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162331";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162667";NA;NA;"NA";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162668";NA;NA;"NA";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162703";NA;NA;"NT";"pr. B(1+2)a";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162735";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162810";NA;NA;"VU";"D2";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162825";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162879";NA;NA;"EN";"B(1+2)ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162884";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162885";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162891";NA;NA;"CR";"B(1+2)b(iii)c(i,ii)";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162902";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162915";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162916";NA;NA;"EN";"B(1+2)ab(iii,v)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162934";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162936";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162942";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162949";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162951";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162959";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162960";NA;NA;"VU";"B(1+2)ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162961";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162964";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"162967";NA;NA;"NT";"pr. B(1+2)ab(i,ii,iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162969";NA;NA;"VU";"D2";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162971";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"162973";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163008";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163011";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163012";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163013";NA;NA;"NT";"pr. B(1+2)a";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163016";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163017";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163018";NA;NA;"VU";"B(1+2)ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163019";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163024";NA;NA;"VU";"D2";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163028";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163029";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163048";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163064";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163077";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163079";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163089";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163093";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163094";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163101";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163103";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163104";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163108";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163114";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163116";NA;NA;"NT";"pr. B(1+2)b(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163117";NA;NA;"NT";"pr. B(1+2)b(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163128";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163143";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163147";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163148";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163157";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163160";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163164";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163167";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163168";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163172";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163175";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163192";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163194";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163195";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163207";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163211";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163212";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163226";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163245";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163256";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163273";NA;NA;"EN";"B(1+2)ab(iii)";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163309";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163321";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163322";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"163324";NA;NA;"RE";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163366";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163426";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163435";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163436";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"163463";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199294";NA;NA;"CR";"C2a(i)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199374";NA;NA;"VU";"EN (D1) (-1)";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199425";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199685";NA;NA;"NT";"pr. B2b(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199694";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199830";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199832";NA;NA;"NT";"pr. B(1+2)ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199841";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199848";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199851";NA;NA;"NT";"pr. B2b(i,ii,iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199852";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199853";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199854";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199855";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199856";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199863";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199864";NA;NA;"EN";"B(1+2)ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199865";NA;NA;"NT";"pr.B1(bi, iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199868";NA;NA;"CR*";"B(1+2)ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199869";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199871";NA;NA;"VU";"D2";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199872";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199873";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199874";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199875";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199878";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199880";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199881";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199882";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199883";NA;NA;"NT";"pr. B(1+2)a";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199888";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199889";NA;NA;"RE";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199900";NA;NA;"DD";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199905";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199907";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"199909";NA;NA;"NT";"pr. B2b(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"199958";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"200118";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"200245";NA;NA;"NA";"i";NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"200254";NA;NA;"NA";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"200255";NA;NA;"NA";NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217373";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217375";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217377";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217378";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217380";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217381";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217382";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217384";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217387";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217389";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217391";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217392";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217396";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217397";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217401";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217407";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217414";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217417";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217419";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217421";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217427";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217429";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217433";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217437";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217438";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217441";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217443";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217444";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217457";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217462";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217474";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217477";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217478";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217480";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217482";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217485";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217489";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217490";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217495";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217506";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217508";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217515";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217518";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217522";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217535";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217541";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217546";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217549";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217552";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217560";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217562";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217564";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217584";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217593";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217599";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217603";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217607";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217608";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217611";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217612";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217615";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217616";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217621";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217622";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217626";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217631";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217632";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"217633";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"219740";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"219741";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"219742";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"219743";NA;NA;"CR";"B(1+2)ab(i,ii,ii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"219750";NA;NA;"VU";"B2ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"219751";NA;NA;"NT";"pr. B2b(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"219752";NA;NA;"VU";"B2ab(ii,iii,iv)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"219753";NA;NA;"NT";"pr. B2b(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"219755";NA;NA;"NT";"pr. B2b(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
"Alsace";"219756";NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alsace";"219757";NA;NA;"EN";"B2ab(iii)";NA;NA;NA;NA;NA;NA;"Oui";NA
