"Groupe";"Nom";"CD_REF";"LB_NOM";"NOM_COMPL";"NOM_VERN";"CLASSE";"ORDRE";"FAMILLE";"PN";"PN_det";"LRN";"LRN_det";"LRN_H";"LRN_H_det";"LRN_P";"LRN_P_det";"DH";"DH_det";"DO";"DO_det";"ZH"
"Fonge";"Cortinarius scandens f. lutescens";"469542";"Cortinarius scandens f. lutescens";"Cortinarius scandens f. lutescens R. Henry";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scandens var. cookei";"469543";"Cortinarius scandens var. cookei";"Cortinarius scandens var. cookei Quél.";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scaurocaninus";"35585";"Cortinarius scaurocaninus";"Cortinarius scaurocaninus Chevassut & Rob.Henry, 1982";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scauroides";"461310";"Cortinarius scauroides";"Cortinarius scauroides Rob.Henry, 1939";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scaurotraganoides";"35586";"Cortinarius scaurotraganoides";"Cortinarius scaurotraganoides Rob.Henry, 1986";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scaurus var. notandus";"1043318";"Cortinarius scaurus var. notandus";"Cortinarius scaurus var. notandus Bidaud, 2009";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius schaefferianus";"35591";"Cortinarius schaefferianus";"Cortinarius schaefferianus M.M.Moser, 1967";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius schediscus";"461311";"Cortinarius schediscus";"Cortinarius schediscus R. Henry";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sciophyllus";"35594";"Cortinarius sciophyllus";"Cortinarius sciophyllus Fr., 1863";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scobinaceus";"461312";"Cortinarius scobinaceus";"Cortinarius scobinaceus Malençon & Bertault, 1970";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scobinaceus var. cistohelvelloides";"469546";"Cortinarius scobinaceus var. cistohelvelloides";"Cortinarius scobinaceus var. cistohelvelloides (Bon) A.Ortega & Esteve-Rav., 2006";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scotoides";"35597";"Cortinarius scotoides";"Cortinarius scotoides J.Favre, 1955";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius scutulatus";"461313";"Cortinarius scutulatus";"Cortinarius scutulatus (Fr.) Fr., 1838";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sebaceus";"35601";"Cortinarius sebaceus";"Cortinarius sebaceus Fr., 1838";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sebaceus var. brittanus";"469547";"Cortinarius sebaceus var. brittanus";"Cortinarius sebaceus var. brittanus Rob.Henry, 1989";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sebaceus var. luteopulveratus";"469548";"Cortinarius sebaceus var. luteopulveratus";"Cortinarius sebaceus var. luteopulveratus Rob.Henry, 1989";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sejunctifolius";"461291";"Cortinarius sejunctifolius";"Cortinarius sejunctifolius Rob.Henry, 1995";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius selinolens";"996924";"Cortinarius selinolens";"Cortinarius selinolens Bidaud & Bellanger, 2021";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius seminagnitus";"461289";"Cortinarius seminagnitus";"Cortinarius seminagnitus Rob.Henry, 1956";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius seminagnitus f. leiospora";"469549";"Cortinarius seminagnitus f. leiospora";"Cortinarius seminagnitus f. leiospora R. Henry";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius semiodoratus";"461305";"Cortinarius semiodoratus";"Cortinarius semiodoratus Rob.Henry, 1993";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius semisanguineus (Cortinaire à demi sanguin)";"35603";"Cortinarius semisanguineus";"Cortinarius semisanguineus (Fr.) Gillet, 1876";"Cortinaire à demi sanguin";"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius semivelatus";"461285";"Cortinarius semivelatus";"Cortinarius semivelatus Rob.Henry, 1970";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius semivestitus";"461286";"Cortinarius semivestitus";"Cortinarius semivestitus M.M.Moser, 1968";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius semudaphilus";"1076211";"Cortinarius semudaphilus";"Cortinarius semudaphilus Rob.Henry ex Reumaux, 2013";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius separabilis";"461287";"Cortinarius separabilis";"Cortinarius separabilis Britzelm., 1885";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius seponendus";"1006497";"Cortinarius seponendus";"Cortinarius seponendus Rob.Henry, 1989";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius septentrionalis";"35608";"Cortinarius septentrionalis";"Cortinarius septentrionalis Bendiksen, K.Bendiksen & Brandrud, 1993";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sequanus";"35610";"Cortinarius sequanus";"Cortinarius sequanus Rob.Henry, 1977";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius serarius";"461288";"Cortinarius serarius";"Cortinarius serarius Fr., 1838";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius serenitas-caeli";"461298";"Cortinarius serenitas-caeli";"Cortinarius serenitas-caeli Rob.Henry, 1997";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sergianus";"461290";"Cortinarius sergianus";"Cortinarius sergianus Bidaud & Eyssart., 2000";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sericatus";"35611";"Cortinarius sericatus";"Cortinarius sericatus Ramain ex Rob.Henry, 1989";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sericeofulvus";"1061134";"Cortinarius sericeofulvus";"Cortinarius sericeofulvus Bidaud, Carteret & Reumaux, 2013";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sericeus";"461292";"Cortinarius sericeus";"Cortinarius sericeus (Schaeff.) Henn., 1898";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius serotinus";"461293";"Cortinarius serotinus";"Cortinarius serotinus (Fr.) Bidaud, Moënne-Locc. & Reumaux, 1996";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius serratissimus";"35612";"Cortinarius serratissimus";"Cortinarius serratissimus M.M.Moser, 1968";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius serrulatus";"461294";"Cortinarius serrulatus";"Cortinarius serrulatus (Velen.) R. Henry";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sertipes";"35613";"Cortinarius sertipes";"Cortinarius sertipes Kühner, 1955";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius siccolens";"461295";"Cortinarius siccolens";"Cortinarius siccolens Rob.Henry, 1989";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius simillimus";"461394";"Cortinarius simillimus";"Cortinarius simillimus Bidaud, 2004";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius simulatorius";"461363";"Cortinarius simulatorius";"Cortinarius simulatorius Reumaux, 2002";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius simulatus";"35617";"Cortinarius simulatus";"Cortinarius simulatus P.D.Orton, 1958";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sinapizans";"461457";"Cortinarius sinapizans";"Cortinarius sinapizans M.M.Moser, 1967";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sobrius";"461458";"Cortinarius sobrius";"Cortinarius sobrius P.Karst., 1890";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sobrius var. ilicis";"469550";"Cortinarius sobrius var. ilicis";"Cortinarius sobrius var. ilicis Fern.Sas. & Cadiñanos, 2000";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sociatus";"35620";"Cortinarius sociatus";"Cortinarius sociatus Rob.Henry, 1983";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sodagnitus";"35621";"Cortinarius sodagnitus";"Cortinarius sodagnitus Rob.Henry, 1935";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sodagnitus var. mediocris";"35624";"Cortinarius sodagnitus var. mediocris";"Cortinarius sodagnitus var. mediocris Bidaud & Reumaux, 1993";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius solis-occasus";"35626";"Cortinarius solis-occasus";"Cortinarius solis-occasus Melot, 1986";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius solitarius";"35629";"Cortinarius solitarius";"Cortinarius solitarius Rob.Henry, 1987";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius solivagus";"461460";"Cortinarius solivagus";"Cortinarius solivagus Reumaux, 2008";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sommerfeltii";"35630";"Cortinarius sommerfeltii";"Cortinarius sommerfeltii Høil., 1984";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sordescens";"34642";"Cortinarius sordescens";"Cortinarius sordescens Rob.Henry, 1944";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sordescentipes";"461461";"Cortinarius sordescentipes";"Cortinarius sordescentipes Bidaud, Moënne-Locc. & Reumaux, 1997";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sordescentipes var. phaeobasalis";"469552";"Cortinarius sordescentipes var. phaeobasalis";"Cortinarius sordescentipes var. phaeobasalis Bidaud, P. Moënne-Loccoz & Reumaux";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sordidemaculatus";"461471";"Cortinarius sordidemaculatus";"Cortinarius sordidemaculatus Rob.Henry, 1981";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sordidus";"461456";"Cortinarius sordidus";"Cortinarius sordidus Melot";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sordidus";"461463";"Cortinarius sordidus";"Cortinarius sordidus (Velen.) R. Henry";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sordipes";"461465";"Cortinarius sordipes";"Cortinarius sordipes A.de Haan & Volders, 2003";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius soricinegriseus";"461466";"Cortinarius soricinegriseus";"Cortinarius soricinegriseus Rob.Henry, 1985";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sororiatus";"461467";"Cortinarius sororiatus";"Cortinarius sororiatus (P.Karst.) Reumaux, 2006";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spadicellus";"461468";"Cortinarius spadicellus";"Cortinarius spadicellus (Moser) Garnier";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spadiceus";"461469";"Cortinarius spadiceus";"Cortinarius spadiceus Fr., 1838";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spadochrous";"461441";"Cortinarius spadochrous";"Cortinarius spadochrous (Krombh.) Reumaux & Bidaud, 2008";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sparsus";"461464";"Cortinarius sparsus";"Cortinarius sparsus (Chevassut & Rob.Henry) Bidaud, Moënne-Locc. & Reumaux, 1993";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spectabilis";"461454";"Cortinarius spectabilis";"Cortinarius spectabilis M.M.Moser, 1952";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius speculus";"461453";"Cortinarius speculus";"Cortinarius speculus Moënne-Locc., 2001";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sphaeroideogranatus";"461452";"Cortinarius sphaeroideogranatus";"Cortinarius sphaeroideogranatus R. Henry";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sphaerospermus";"461451";"Cortinarius sphaerospermus";"Cortinarius sphaerospermus Kauffman, 1918";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sphagnetorum";"461450";"Cortinarius sphagnetorum";"Cortinarius sphagnetorum Bidaud, 1996";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sphagnogenus";"461448";"Cortinarius sphagnogenus";"Cortinarius sphagnogenus (M.M.Moser) Nezdojm., 1976";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sphagnophilus";"461447";"Cortinarius sphagnophilus";"Cortinarius sphagnophilus Peck, 1878";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spheroideogranatus";"1076529";"Cortinarius spheroideogranatus";"Cortinarius spheroideogranatus Rob.Henry, 1989";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spilomeus";"35640";"Cortinarius spilomeus";"Cortinarius spilomeus (Fr.) Fr., 1863";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spilomeus f. dryadicola";"35643";"Cortinarius spilomeus f. dryadicola";"Cortinarius spilomeus f. dryadicola Bon, 1992";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spilomeus var. aureofloccosus";"469553";"Cortinarius spilomeus var. aureofloccosus";"Cortinarius spilomeus var. aureofloccosus Moënne-Locc., 1998";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spilomeus var. subspilomeus";"35644";"Cortinarius spilomeus var. subspilomeus";"Cortinarius spilomeus var. subspilomeus Rob.Henry, 1944";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spinulosporus";"35645";"Cortinarius spinulosporus";"Cortinarius spinulosporus Reumaux, 1993";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spisnii";"1040348";"Cortinarius spisnii";"Cortinarius spisnii Consiglio, D.Antonini & M.Antonini, 2004";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendens (Cortinaire resplendissant)";"35646";"Cortinarius splendens";"Cortinarius splendens Rob.Henry, 1939";"Cortinaire resplendissant";"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendens var. papillatosporus";"469554";"Cortinarius splendens var. papillatosporus";"Cortinarius splendens var. papillatosporus Bidaud & Moënne-Locc., 2003";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendens var. splendidissimus";"469555";"Cortinarius splendens var. splendidissimus";"Cortinarius splendens var. splendidissimus (Rob.Henry) Bidaud & Reumaux, 2003";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendentium";"35650";"Cortinarius splendentium";"Cortinarius splendentium Chevassut & Rob.Henry, 1982";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendidior";"461446";"Cortinarius splendidior";"Cortinarius splendidior Bidaud, 2001";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendidoides";"461445";"Cortinarius splendidoides";"Cortinarius splendidoides Bidaud, P. Moënne-Loccoz & Reumaux";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendidus";"461444";"Cortinarius splendidus";"Cortinarius splendidus Peck, 1878";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius splendificus";"35652";"Cortinarius splendificus";"Cortinarius splendificus Chevassut & Rob.Henry, 1975";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spontescissus";"35653";"Cortinarius spontescissus";"Cortinarius spontescissus Chevassut & Rob.Henry, 1982";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sporadicus";"34094";"Cortinarius sporadicus";"Cortinarius sporadicus Britzelm., 1891";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sporanotus";"461443";"Cortinarius sporanotus";"Cortinarius sporanotus Rob.Henry, 1969";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sporovatus";"461442";"Cortinarius sporovatus";"Cortinarius sporovatus Rob.Henry, 1970";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius spurcus";"461496";"Cortinarius spurcus";"Cortinarius spurcus (Weinm.) Moënne-Locc. & Reumaux, 1990";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius squamicutis";"461490";"Cortinarius squamicutis";"Cortinarius squamicutis Bidaud & Savignoni, 2000";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius squamosocephalus";"461491";"Cortinarius squamosocephalus";"Cortinarius squamosocephalus Bidaud, Moënne-Locc. & Reumaux, 1999";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius squarrulosus";"461493";"Cortinarius squarrulosus";"Cortinarius squarrulosus Bidaud, Moënne-Locc. & Reumaux, 1997";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius stellorugosus";"461503";"Cortinarius stellorugosus";"Cortinarius stellorugosus Rob.Henry, 1985";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius stemmatus";"35654";"Cortinarius stemmatus";"Cortinarius stemmatus Fr., 1838";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius stenospermus";"35657";"Cortinarius stenospermus";"Cortinarius stenospermus Lamoure, 1987";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius sterilobtusus";"461495";"Cortinarius sterilobtusus";"Cortinarius sterilobtusus Rob.Henry, 1968";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius stilazureus";"461488";"Cortinarius stilazureus";"Cortinarius stilazureus Rob.Henry, 1989";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Cortinarius stillatitius";"35658";"Cortinarius stillatitius";"Cortinarius stillatitius Fr., 1838";NA;"Agaricomycetes";"Agaricales";"Cortinariaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
