"Groupe";"Nom";"CD_REF";"LB_NOM";"NOM_COMPL";"NOM_VERN";"CLASSE";"ORDRE";"FAMILLE";"PN";"PN_det";"LRN";"LRN_det";"LRN_H";"LRN_H_det";"LRN_P";"LRN_P_det";"DH";"DH_det";"DO";"DO_det";"ZH"
"Fonge";"Leptosphaeria nigrella";"855309";"Leptosphaeria nigrella";"Leptosphaeria nigrella (Rabenh.) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria nigricans";"855310";"Leptosphaeria nigricans";"Leptosphaeria nigricans P.Karst., 1873";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria obesula";"855311";"Leptosphaeria obesula";"Leptosphaeria obesula Sacc., 1881";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria obiones f. evolutior";"867538";"Leptosphaeria obiones f. evolutior";"Leptosphaeria obiones f. evolutior Grove, 1933";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria obtusispora f. agaves";"867539";"Leptosphaeria obtusispora f. agaves";"Leptosphaeria obtusispora f. agaves Barthelet, 1942";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria octophragmia var. major";"869113";"Leptosphaeria octophragmia var. major";"Leptosphaeria octophragmia var. major Grove, 1933";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria ogilviensis";"855312";"Leptosphaeria ogilviensis";"Leptosphaeria ogilviensis (Berk. & Broome) Ces. & De Not., 1863";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria ophiopogonis";"855313";"Leptosphaeria ophiopogonis";"Leptosphaeria ophiopogonis (Sacc.) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria ophiopogonis f. graminum";"867540";"Leptosphaeria ophiopogonis f. graminum";"Leptosphaeria ophiopogonis f. graminum Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria orae-maris";"868700";"Leptosphaeria orae-maris";"Leptosphaeria orae-maris Linder, 1944";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria oreophiloides";"855314";"Leptosphaeria oreophiloides";"Leptosphaeria oreophiloides Sacc. & Penz., 1882";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria pachyspora";"855315";"Leptosphaeria pachyspora";"Leptosphaeria pachyspora Sacc.";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria pathytheca";"855317";"Leptosphaeria pathytheca";"Leptosphaeria pathytheca Har. & Briard";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria pelagica";"868701";"Leptosphaeria pelagica";"Leptosphaeria pelagica E.B.G.Jones, 1962";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria pellita var. cirsiicola";"867541";"Leptosphaeria pellita var. cirsiicola";"Leptosphaeria pellita var. cirsiicola Grove, 1916";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria phaseoli";"855318";"Leptosphaeria phaseoli";"Leptosphaeria phaseoli Fautrey & Roum., 1892";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria phormi";"855319";"Leptosphaeria phormi";"Leptosphaeria phormi Grove";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria phragmiticola";"855320";"Leptosphaeria phragmiticola";"Leptosphaeria phragmiticola (P.Crouan & H.Crouan) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria phyteumatis";"1044017";"Leptosphaeria phyteumatis";"Leptosphaeria phyteumatis (Fuckel) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria picridis";"855321";"Leptosphaeria picridis";"Leptosphaeria picridis Fautrey & Lambotte, 1894";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria pinguicula";"855322";"Leptosphaeria pinguicula";"Leptosphaeria pinguicula Sacc.";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria planiuscula";"855323";"Leptosphaeria planiuscula";"Leptosphaeria planiuscula (Riess) Ces. & De Not., 1863";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria platychorae";"855324";"Leptosphaeria platychorae";"Leptosphaeria platychorae E.Müll., 1953";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria polytrichina";"855325";"Leptosphaeria polytrichina";"Leptosphaeria polytrichina Racov., 1959";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria pratensis";"855327";"Leptosphaeria pratensis";"Leptosphaeria pratensis Sacc. & Briard, 1885";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria punctoidea";"855328";"Leptosphaeria punctoidea";"Leptosphaeria punctoidea P.Karst., 1884";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria pyrenopezizoides";"855329";"Leptosphaeria pyrenopezizoides";"Leptosphaeria pyrenopezizoides Sacc. & Speg., 1878";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria ramsaugiensis";"855330";"Leptosphaeria ramsaugiensis";"Leptosphaeria ramsaugiensis Schmid-Heckel, 1988";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria raphani";"855331";"Leptosphaeria raphani";"Leptosphaeria raphani D.Hawksw. & Sivan., 1975";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria rhopalispora";"855332";"Leptosphaeria rhopalispora";"Leptosphaeria rhopalispora Berl., 1892";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria ribis";"855333";"Leptosphaeria ribis";"Leptosphaeria ribis P.Karst., 1885";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria richonii";"855334";"Leptosphaeria richonii";"Leptosphaeria richonii Sacc. & P.Syd., 1899";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria rothomagensis";"855335";"Leptosphaeria rothomagensis";"Leptosphaeria rothomagensis Sacc., 1880";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria rubicunda";"855336";"Leptosphaeria rubicunda";"Leptosphaeria rubicunda Rehm ex G.Winter, 1872";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria rudbeckiae";"970091";"Leptosphaeria rudbeckiae";"Leptosphaeria rudbeckiae (Kirchn.) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria rumicis";"855337";"Leptosphaeria rumicis";"Leptosphaeria rumicis Fautrey, 1891";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria ruscicola";"855338";"Leptosphaeria ruscicola";"Leptosphaeria ruscicola P.Karst. & Har., 1890";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria saccardoana";"980180";"Leptosphaeria saccardoana";"Leptosphaeria saccardoana (Fabre) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria salebrosa";"855340";"Leptosphaeria salebrosa";"Leptosphaeria salebrosa Sacc., 1882";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria salicaria";"855341";"Leptosphaeria salicaria";"Leptosphaeria salicaria Pass., 1849";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria salviae";"855342";"Leptosphaeria salviae";"Leptosphaeria salviae Pass., 1888";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria sambuci";"855343";"Leptosphaeria sambuci";"Leptosphaeria sambuci Fautrey, 1892";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria sapeyensis";"855344";"Leptosphaeria sapeyensis";"Leptosphaeria sapeyensis Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria sarmenticola";"855345";"Leptosphaeria sarmenticola";"Leptosphaeria sarmenticola Sacc.";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria sarothamni";"855346";"Leptosphaeria sarothamni";"Leptosphaeria sarothamni Lambotte & Fautrey, 1893";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria sarraziniana";"855347";"Leptosphaeria sarraziniana";"Leptosphaeria sarraziniana Sacc. & Roum., 1885";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria scitula";"855348";"Leptosphaeria scitula";"Leptosphaeria scitula Syd., 1938";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria senecionis";"855349";"Leptosphaeria senecionis";"Leptosphaeria senecionis (Fuckel) G.Winter";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria slovacica";"905456";"Leptosphaeria slovacica";"Leptosphaeria slovacica Picb., 1927";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria smilacis";"855350";"Leptosphaeria smilacis";"Leptosphaeria smilacis (Castagne) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria spectabilis";"970093";"Leptosphaeria spectabilis";"Leptosphaeria spectabilis Niessl, 1872";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria staritzii";"855351";"Leptosphaeria staritzii";"Leptosphaeria staritzii Shoemaker, 1985";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria styriaca";"855352";"Leptosphaeria styriaca";"Leptosphaeria styriaca Nograsek, 1990";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria submaculans";"855353";"Leptosphaeria submaculans";"Leptosphaeria submaculans L.Holm, 1957";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria suffulta";"855354";"Leptosphaeria suffulta";"Leptosphaeria suffulta (Nees) Niessl, 1885";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria tamaricis";"855355";"Leptosphaeria tamaricis";"Leptosphaeria tamaricis (Grev.) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria tanaceti";"855356";"Leptosphaeria tanaceti";"Leptosphaeria tanaceti (Fuckel) L.Holm, 1957";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria teucrii";"855405";"Leptosphaeria teucrii";"Leptosphaeria teucrii (P.Crouan & H.Crouan) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria tirolensis";"855407";"Leptosphaeria tirolensis";"Leptosphaeria tirolensis Kirchstein";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria tollens";"855408";"Leptosphaeria tollens";"Leptosphaeria tollens Math., 1993";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria trollii";"855409";"Leptosphaeria trollii";"Leptosphaeria trollii (P.Karst.) E.Müll., 1950";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria typharum subsp. papyrogena";"867554";"Leptosphaeria typharum subsp. papyrogena";"Leptosphaeria typharum subsp. papyrogena Sacc., 1908";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria typharum var. acori";"869102";"Leptosphaeria typharum var. acori";"Leptosphaeria typharum var. acori Grove";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria uliginosa";"855410";"Leptosphaeria uliginosa";"Leptosphaeria uliginosa (W.Phillips & Plowr.) Sacc., 1883";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria viticola";"855413";"Leptosphaeria viticola";"Leptosphaeria viticola Fautrey & Roum., 1892";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeria vitis";"855414";"Leptosphaeria vitis";"Leptosphaeria vitis Pirotta, 1882";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaeriaceae";"352411";"Leptosphaeriaceae";"Leptosphaeriaceae M.E.Barr, 1987";NA;"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina";"653027";"Leptosphaerulina";"Leptosphaerulina McAlpine, 1902";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina dryadis";"855415";"Leptosphaerulina dryadis";"Leptosphaerulina dryadis (Starbäck) L.Holm, 1979";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina hyperborea";"855416";"Leptosphaerulina hyperborea";"Leptosphaerulina hyperborea (Fuckel) M.E.Barr, 1972";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina myrtillina";"855417";"Leptosphaerulina myrtillina";"Leptosphaerulina myrtillina (Sacc. & Fautrey) Petr., 1959";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina olivaceogrisea";"855418";"Leptosphaerulina olivaceogrisea";"Leptosphaerulina olivaceogrisea Nograsek, 1990";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina personata";"855419";"Leptosphaerulina personata";"Leptosphaerulina personata (Niessl) M.E.Barr, 1972";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina polyphragmia";"855420";"Leptosphaerulina polyphragmia";"Leptosphaerulina polyphragmia Nograsek, 1990";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina pulchra";"855421";"Leptosphaerulina pulchra";"Leptosphaerulina pulchra (G.Winter) M.E.Barr, 1959";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosphaerulina trifolii";"855422";"Leptosphaerulina trifolii";"Leptosphaerulina trifolii (Rostr.) Petr., 1959";NA;"Dothideomycetes";"Pleosporales";"Didymellaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptospora";"194035";"Leptospora";"Leptospora Rabenh., 1857";NA;"Dothideomycetes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptospora rubella";"48428";"Leptospora rubella";"Leptospora rubella (Pers.) Rabenh., 1857";NA;"Dothideomycetes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporella";"865383";"Leptosporella";"Leptosporella Penz. & Sacc., 1897";NA;"Lecanoromycetes";"Peltigerales";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporella leucodontis";"866091";"Leptosporella leucodontis";"Leptosporella leucodontis Racov., 1959";NA;"Lecanoromycetes";"Peltigerales";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporomyces";"194036";"Leptosporomyces";"Leptosporomyces Jülich, 1972";NA;NA;"Atheliales";"Atheliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporomyces fuscostratus";"43269";"Leptosporomyces fuscostratus";"Leptosporomyces fuscostratus (Burt) Hjortstam, 1987";NA;NA;"Atheliales";"Atheliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporomyces galzinii";"43273";"Leptosporomyces galzinii";"Leptosporomyces galzinii (Bourdot) Jülich, 1972";NA;NA;"Atheliales";"Atheliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporomyces muscigenus";"905307";"Leptosporomyces muscigenus";"Leptosporomyces muscigenus Duhem, 2013";NA;NA;"Atheliales";"Atheliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporomyces muscigenus f. cirratus";"905697";"Leptosporomyces muscigenus f. cirratus";"Leptosporomyces muscigenus f. cirratus Duhem, 2013";NA;NA;"Atheliales";"Atheliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporomyces raunkiaeri";"43277";"Leptosporomyces raunkiaeri";"Leptosporomyces raunkiaeri (M.P.Christ.) Jülich, 1972";NA;NA;"Atheliales";"Atheliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptosporomyces roseus";"43279";"Leptosporomyces roseus";"Leptosporomyces roseus Jülich, 1972";NA;NA;"Atheliales";"Atheliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma";"970096";"Leptostroma";"Leptostroma Fr., 1815";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma avenae";"867572";"Leptostroma avenae";"Leptostroma avenae Brunaud, 1893";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma donacinum";"869092";"Leptostroma donacinum";"Leptostroma donacinum (Sacc.) Sacc., 1881";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma donacis";"867573";"Leptostroma donacis";"Leptostroma donacis Sacc., 1881";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma filicinum";"869091";"Leptostroma filicinum";"Leptostroma filicinum Fr., 1815";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma herbarum";"869849";"Leptostroma herbarum";"Leptostroma herbarum (Fr.) Link, 1833";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma herbarum var. rumicis";"869960";"Leptostroma herbarum var. rumicis";"Leptostroma herbarum var. rumicis Brunaud, 1891";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma herbarum var. spiraeinum";"867574";"Leptostroma herbarum var. spiraeinum";"Leptostroma herbarum var. spiraeinum Sacc. & Briard, 1888";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma hypodermoides";"867575";"Leptostroma hypodermoides";"Leptostroma hypodermoides Sacc., 1880";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma juncacearum";"869060";"Leptostroma juncacearum";"Leptostroma juncacearum Sacc., 1881";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma lineare";"867576";"Leptostroma lineare";"Leptostroma lineare Lév., 1848";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma ludovicianum";"867577";"Leptostroma ludovicianum";"Leptostroma ludovicianum Har., 1891";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma phoenicis";"869059";"Leptostroma phoenicis";"Leptostroma phoenicis Oudem. & Fautrey, 1899";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma pinorum";"869058";"Leptostroma pinorum";"Leptostroma pinorum Sacc., 1882";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fonge";"Leptostroma tami";"867579";"Leptostroma tami";"Leptostroma tami Lambotte & Fautrey, 1892";NA;"Leotiomycetes";"Rhytismatales";"Rhytismataceae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
