"HAB";"TYPO";"CD_LB";"CD";"LB";"NIVEAU"
"30733";"28";"F72-48 Campanulo persicifoliae-Digitalietum luteae";"F72-48";"Campanulo persicifoliae-Digitalietum luteae";"8"
"31156";"28";"F72-50 Gr. à Melampyrum nemorosum et Vicia cracca subsp. incana";"F72-50";"Gr. à Melampyrum nemorosum et Vicia cracca subsp. incana";"8"
"31140";"28";"F72-51 Vicio cassubicae-Agrimonietum eupatoriae";"F72-51";"Vicio cassubicae-Agrimonietum eupatoriae";"8"
"31172";"28";"F72-52 Gr. à Vicia dumetorum";"F72-52";"Gr. à Vicia dumetorum";"8"
"30600";"28";"F72-53 Calamintho menthifoliae-Brachypodietum sylvatici";"F72-53";"Calamintho menthifoliae-Brachypodietum sylvatici";"8"
"30593";"28";"F72-55 Brachypodio sylvatici-Rubetum caesii";"F72-55";"Brachypodio sylvatici-Rubetum caesii";"8"
"30882";"28";"F72-56 Lathyro sylvestris-Astragaletum glycyphylli";"F72-56";"Lathyro sylvestris-Astragaletum glycyphylli";"8"
"30854";"28";"F72-57 Inulo helenii-Caricetum tomentosae";"F72-57";"Inulo helenii-Caricetum tomentosae";"8"
"30764";"28";"F72-59 Centaureo nemoralis-Origanetum vulgaris";"F72-59";"Centaureo nemoralis-Origanetum vulgaris";"8"
"30594";"28";"F72-60 Bunio bulbocastani-Brachypodietum pinnati";"F72-60";"Bunio bulbocastani-Brachypodietum pinnati";"8"
"31205";"28";"F72-61 Tephroserido helenitidis-Succisetum pratensis";"F72-61";"Tephroserido helenitidis-Succisetum pratensis";"8"
"31206";"28";"F72-62 Teucrio scorodoniae-Centaureetum nemoralis";"F72-62";"Teucrio scorodoniae-Centaureetum nemoralis";"8"
"30629";"28";"F72-63 Agrimonio repentis-Brachypodietum sylvatici";"F72-63";"Agrimonio repentis-Brachypodietum sylvatici";"8"
"30949";"28";"F72-64 Pulmonario longifoliae-Brachypodietum sylvatici";"F72-64";"Pulmonario longifoliae-Brachypodietum sylvatici";"8"
"30990";"28";"F72-65 Melittio melissophylli-Festucetum heterophyllae";"F72-65";"Melittio melissophylli-Festucetum heterophyllae";"8"
"31145";"28";"F72-66 Violo rivinianae-Lathyretum nigri";"F72-66";"Violo rivinianae-Lathyretum nigri";"8"
"30868";"28";"F72-67 Knautietum sylvaticae";"F72-67";"Knautietum sylvaticae";"8"
"30714";"28";"F72-70 Digitali grandiflorae-Trifolietum medii";"F72-70";"Digitali grandiflorae-Trifolietum medii";"8"
"31139";"28";"F72-71 Vicietum sylvaticae";"F72-71";"Vicietum sylvaticae";"8"
"30601";"28";"F72-72 Calamintho menthifoliae-Knautietum dipsacifoliae";"F72-72";"Calamintho menthifoliae-Knautietum dipsacifoliae";"8"
"30876";"28";"F72-73 Laserpitio latifolii-Teucrietum scorodoniae";"F72-73";"Laserpitio latifolii-Teucrietum scorodoniae";"8"
"30659";"28";"F72-74 Cirsio erisithalis-Teucrietum scorodoniae";"F72-74";"Cirsio erisithalis-Teucrietum scorodoniae";"8"
"30768";"28";"F72-75 Centaureo nigrae-Vicietum orobi";"F72-75";"Centaureo nigrae-Vicietum orobi";"8"
"31212";"28";"F72-76 Trifolio aurei-Knautietum arvernensis";"F72-76";"Trifolio aurei-Knautietum arvernensis";"8"
"30616";"28";"F74A-01 Betulo pubescentis-Abietetum albae";"F74A-01";"Betulo pubescentis-Abietetum albae";"8"
"31028";"28";"F74A-02 Sphagno girgensohnii-Piceetum abietis";"F74A-02";"Sphagno girgensohnii-Piceetum abietis";"8"
"30978";"28";"F74A-03 Lycopodio annotini-Abietetum albae";"F74A-03";"Lycopodio annotini-Abietetum albae";"8"
"30587";"28";"F74A-04 Asplenio viridis-Piceetum abietis";"F74A-04";"Asplenio viridis-Piceetum abietis";"8"
"31032";"28";"F74A-05 Sphagno quinquefarii-Abietetum albae";"F74A-05";"Sphagno quinquefarii-Abietetum albae";"8"
"30608";"28";"F74A-06 Bazzanio trilobatae-Piceetum abietis";"F74A-06";"Bazzanio trilobatae-Piceetum abietis";"8"
"31246";"28";"F74A-07 Vaccinio vitis-idaeae-Abietetum albae";"F74A-07";"Vaccinio vitis-idaeae-Abietetum albae";"8"
"30975";"28";"F74A-08 Luzulo luzuloidis-Abietetum albae";"F74A-08";"Luzulo luzuloidis-Abietetum albae";"8"
"30717";"28";"F74A-09 Dryopterido dilatatae-Abietetum albae";"F74A-09";"Dryopterido dilatatae-Abietetum albae";"8"
"30716";"28";"F74A-10 Dryopterido carthusianae-Abietetum albae";"F74A-10";"Dryopterido carthusianae-Abietetum albae";"8"
"30695";"28";"F74A-11 Festuco flavescentis-Piceetum abietis";"F74A-11";"Festuco flavescentis-Piceetum abietis";"8"
"30694";"28";"F74A-12 Festuco flavescentis-Laricetum deciduae";"F74A-12";"Festuco flavescentis-Laricetum deciduae";"8"
"31241";"28";"F74A-13 Vaccinio-Pinetum cembrae";"F74A-13";"Vaccinio-Pinetum cembrae";"8"
"30848";"28";"F74A-14 Huperzio selaginis-Pinetum uncinatae";"F74A-14";"Huperzio selaginis-Pinetum uncinatae";"8"
"30599";"28";"F74A-15 Calamagrostio villosae-Abietetum albae";"F74A-15";"Calamagrostio villosae-Abietetum albae";"8"
"30640";"28";"F74A-16 Alno alnobetulae-Piceetum abietis";"F74A-16";"Alno alnobetulae-Piceetum abietis";"8"
"30678";"28";"F74A-17 Cotoneastro integerrimae-Pinetum cembrae";"F74A-17";"Cotoneastro integerrimae-Pinetum cembrae";"8"
"31125";"28";"F74A-18 Vaccinio vitis-idaeae-Piceetum abietis";"F74A-18";"Vaccinio vitis-idaeae-Piceetum abietis";"8"
"30989";"28";"F74A-19 Melampyro sylvatici-Abietetum albae";"F74A-19";"Melampyro sylvatici-Abietetum albae";"8"
"30627";"28";"F74A-20 Adenostylo alliariae-Piceetum";"F74A-20";"Adenostylo alliariae-Piceetum";"8"
"31128";"28";"F74A-21 Valeriano trypteridis-Piceetum abietis";"F74A-21";"Valeriano trypteridis-Piceetum abietis";"8"
"30598";"28";"F74A-22 Calamagrostio variae-Abietetum albae";"F74A-22";"Calamagrostio variae-Abietetum albae";"8"
"30873";"28";"F74A-23 Laburno alpini-Abietetum albae";"F74A-23";"Laburno alpini-Abietetum albae";"8"
"31136";"28";"F74A-24 Veronico urticifoliae-Abietetum albae";"F74A-24";"Veronico urticifoliae-Abietetum albae";"8"
"31242";"28";"F74A-25 Vaccinio myrtilli-Betuletum pendulae";"F74A-25";"Vaccinio myrtilli-Betuletum pendulae";"8"
"30950";"28";"F74A-26 Pulsatillo fontqueri-Pinetum uncinatae";"F74A-26";"Pulsatillo fontqueri-Pinetum uncinatae";"8"
"30966";"28";"F74A-27 Rhododendro ferruginei-Abietetum albae";"F74A-27";"Rhododendro ferruginei-Abietetum albae";"8"
"30967";"28";"F74A-28 Rhododendro ferruginei-Betuletum pendulae";"F74A-28";"Rhododendro ferruginei-Betuletum pendulae";"8"
"30923";"28";"F74A-29 Rhododendro ferruginei-Pinetum uncinatae";"F74A-29";"Rhododendro ferruginei-Pinetum uncinatae";"8"
"30579";"28";"F74A-30 Arctostaphylo uvae-ursi-Pinetum uncinatae";"F74A-30";"Arctostaphylo uvae-ursi-Pinetum uncinatae";"8"
"31031";"28";"F74A-31 Sphagno palustris-Betuletum pubescentis";"F74A-31";"Sphagno palustris-Betuletum pubescentis";"8"
